TRDE_CD,VSL_SVCE_LANE_CD,VSL_CD,SCH_VOY_NR,SCH_DIR_CD,BSA_EFCT_FM_DT,TEU_CAPA,RF_CAPA
LET,SX1,SHET,2522,W,2025/05/30 02:00:00,9150,1400
NET,FE4,IGTT,0005,W,2025/04/20 20:00:00,21000,2160
TAT,AL5,NNBT,0087,E,2025/05/01 02:00:00,3800,330
WAT,TIP,DIYT,0255,E,2025/06/16 17:00:00,4200,300
WAT,TIP,MSQT,0021,E,2025/02/24 17:00:00,4600,480
WAT,TIP,DIYT,0251,E,2025/01/27 17:00:00,4200,300
WAT,TIP,OABT,0014,E,2025/03/24 17:00:00,4200,420
EAT,KC2,NIST,0167,S,2025/01/16 01:00:00,2100,200
EAT,KC2,NIST,0168,S,2025/02/20 01:00:00,2100,200
WAT,TIP,MSQT,0027,W,2025/10/14 01:00:00,3800,480
TPT,PN1,SDXT,0075,E,2025/04/10 05:00:00,5900,350
EAT,JPH,WQTT,0006,N,2025/02/13 07:00:00,1900,0
WAT,TIP,CDST,0024,E,2026/02/12 13:00:00,4200,420
WAT,TIP,MSQT,0026,W,2025/09/09 01:00:00,4600,480
WAT,TIP,DIYT,0252,E,2025/03/03 17:00:00,4200,300
FWT,AIM,AXBT,2506,W,2025/02/14 05:00:00,,
FET,SAC,BYBT,0198,W,2025/03/04 03:00:00,3300,300
TPT,PS7,SPBT,2434,W,2025/03/24 04:00:00,8900,900
OCT,NZJ,NFMT,0131,S,2025/04/10 13:00:00,3300,500
WAT,CIP,ORPT,0006,E,2025/01/18 02:00:00,5000,400
FET,SAS,SNTT,0115,W,2025/04/24 12:00:00,3800,300
TPT,PS3,CCQT,0031,W,2025/05/11 03:00:00,7350,700
TAT,AL5,NRET,0078,W,2025/03/18 06:00:00,3800,330
FET,EA3,BKGT,0521,E,2025/06/19 04:00:00,2700,200
LNT,ANG,RDVT,2504,S,2025/01/22 11:30:00,1000,100
EAT,KC2,NIST,0169,N,2025/04/10 07:00:00,2100,200
LET,CX1,SIAT,0511,S,2025/03/13 07:00:00,1800,200
LET,SX1,PNOT,2503,E,2025/03/03 06:00:00,10000,100
LWT,MAR,NKST,0424,E,2025/04/15 04:00:00,2100,330
EAT,KC2,NIST,0172,N,2025/07/10 07:00:00,2100,200
EAT,PHX,JJST,0008,N,2025/01/03 14:00:00,1900,300
EAT,JPH,SZET,2139,N,2025/06/19 21:00:00,1900,200
EAT,JK1,CNFT,0216,W,2025/05/31 07:00:00,900,90
EAT,JSM,AHHT,0171,N,2025/05/10 21:00:00,3800,450
EAT,JSM,WQTT,0010,S,2025/04/12 09:00:00,1000,100
EAT,JSM,BHHT,0008,N,2025/04/26 21:00:00,1000,100
EAT,JK1,CNFT,0219,W,2025/06/21 07:00:00,900,90
EAT,JVH,SWRT,0110,S,2025/04/21 03:30:00,1300,195
EAT,JK1,CNFT,0212,E,2025/04/30 13:00:00,900,90
EAT,JK1,CNFT,0218,E,2025/06/11 13:00:00,900,90
EAT,JSM,BHHT,0009,N,2025/05/24 21:00:00,1000,100
FET,SAC,BMRT,0127,W,2025/04/11 10:00:00,3800,99
LWT,AX1,SSPT,2501,W,2025/01/29 17:00:00,9000,1200
OCT,WAU,XIMT,0512,S,2025/03/17 06:00:00,2750,300
LWT,AX2,SEYT,2504,E,2025/01/22 20:00:00,8500,100
LWT,AX3,DOAT,2453,W,2025/01/29 03:00:00,8900,1000
EAT,PHX,JJST,0010,N,2025/01/31 14:00:00,1900,300
LWT,AX3,ZRET,2450,W,2025/01/08 03:00:00,8900,1000
MET,MD2,OFUT,0003,E,2025/03/23 22:00:00,13500,1300
OCT,WAU,GRET,0515,N,2025/04/10 05:30:00,2750,300
EAT,CTP,TUNT,0008,S,2025/05/12 10:00:00,2000,200
EAT,CTP,LSFT,0213,N,2025/01/15 04:30:00,2000,300
WAT,CIP,GWBT,0035,W,2025/03/24 09:00:00,5200,1176
IET,BBX,NECT,0036,N,2025/07/18 08:00:00,1000,100
IET,BBX,NECT,0035,N,2025/07/11 08:00:00,950,200
TPT,AHX,KLZT,0050,W,2025/04/24 05:00:00,860,86
TPT,AHX,KLZT,0048,W,2025/02/06 05:00:00,860,86
TPT,AHX,KLZT,0049,E,2025/03/04 00:00:00,860,86
LET,CX1,CYCT,0503,S,2025/01/16 00:00:00,1800,200
TPT,EC2,ONLT,0038,W,2025/08/21 19:00:00,12200,800
EAT,CIM,NDLT,0159,N,2025/06/01 22:00:00,1800,240
TPT,PS7,SPDT,2436,W,2025/06/09 04:00:00,12000,800
OCT,WAU,XIMT,0519,S,2025/05/05 06:00:00,2750,300
OCT,AU1,CNOT,0518,N,2025/04/29 03:00:00,7200,700
WAT,SIG,SIAT,0450,E,2025/03/28 00:30:00,1000,100
FWT,WA1,WBKT,0031,W,2025/04/20 20:00:00,2800,120
EAT,CTP,RCMT,0080,N,2025/04/19 21:00:00,2000,200
IET,BBX,NECT,0031,S,2025/05/14 04:00:00,950,200
LWT,AX2,SEYT,2519,E,2025/05/07 20:00:00,8500,100
EAT,JID,LOVT,0031,N,2025/06/07 18:00:00,2800,12
EAT,JT1,OTTT,0508,N,2025/03/02 12:00:00,2050,350
WAT,SIG,BRFT,0003,W,2025/02/06 01:00:00,1000,100
EAT,JV2,YPLT,1019,N,2025/06/14 21:00:00,2000,250
EAT,JV2,ARGT,0257,S,2025/04/16 15:00:00,2000,250
NET,FE4,OTLT,0025,W,2025/04/27 20:00:00,18000,1100
NET,FP2,PFFT,0012,E,2025/03/03 17:00:00,9600,1000
LWT,AX2,OIIT,2517,E,2025/04/23 20:00:00,12500,800
EAT,JV2,ARGT,0258,S,2025/05/14 15:00:00,2000,250
FWT,AIM,AXBT,2508,E,2025/03/28 06:00:00,2850,300
EAT,JT1,XCLT,0311,N,2025/06/08 12:00:00,2200,200
EAT,JPH,LSFT,0214,N,2025/01/23 07:00:00,1950,240
EAT,JPH,LSFT,0215,S,2025/02/01 15:00:00,1950,240
TPT,EC1,OURT,0100,E,2025/02/15 05:00:00,8200,500
TPT,EC1,MITT,0068,W,2025/04/06 17:30:00,7500,630
LWT,MAR,NJOT,0196,W,2025/06/17 11:00:00,2100,330
TPT,PN1,OMJT,0017,E,2025/02/27 05:00:00,6200,500
LWT,MAR,NLAT,0653,E,2025/06/10 04:00:00,2100,330
EAT,JT1,OTTT,0509,S,2025/03/12 22:00:00,2050,350
EAT,JT1,XCLT,0310,N,2025/05/18 12:00:00,2200,200
LWT,AX2,OCBT,2508,E,2025/02/19 20:00:00,12500,800
LET,CX1,CYCT,0512,S,2025/03/20 07:00:00,1800,200
LET,CX1,GMET,0510,N,2025/03/11 14:00:00,1800,200
EAT,JK2,ICLT,0160,E,2025/05/13 02:00:00,25,10
EAT,JK2,ICLT,0160,W,2025/05/14 08:00:00,25,10
IET,PLS,LAAT,0008,S,2025/03/08 15:00:00,1000,100
EAT,PHX,GCLT,0126,S,2025/03/13 07:00:00,1900,300
NET,FP2,OMIT,0043,E,2025/11/01 15:00:00,9700,700
FET,EA4,ZGST,0512,E,2025/04/16 12:30:00,1000,100
FET,MIM,BRFT,0007,W,2025/05/06 17:00:00,1300,195
FET,MIM,BRFT,0007,E,2025/05/20 21:00:00,1300,195
FET,SAC,NFUT,0022,E,2025/04/27 04:00:00,3800,480
LET,CX1,GMET,0518,N,2025/05/06 14:00:00,1800,200
TPT,EC2,ONLT,0038,E,2025/07/15 12:00:00,12200,800
TPT,EC4,OMDT,0075,W,2025/04/14 19:00:00,6200,500
LWT,AX1,SSPT,2513,W,2025/04/23 17:00:00,9000,1200
EAT,PHX,JJST,0016,N,2025/04/25 14:00:00,1900,300
LET,CX1,GMET,0525,N,2025/06/24 14:00:00,1800,200
EAT,PHX,JJST,0017,S,2025/05/16 03:00:00,1900,300
TPT,AHX,NBDT,0993,E,2025/03/18 00:00:00,860,86
EAT,JK2,ICLT,0163,E,2025/06/03 02:00:00,25,10
EAT,JK2,ICLT,0167,W,2025/07/02 08:00:00,25,10
TPT,AHX,NBDT,0992,E,2025/02/04 00:00:00,860,86
TPT,EC3,NCFT,0029,W,2025/05/25 04:30:00,12200,800
TPT,EC2,OSTT,0025,W,2025/03/27 19:00:00,12200,800
TPT,EC3,OEIT,0027,E,2025/04/12 05:00:00,12500,800
NET,FE4,OIGT,0026,W,2025/04/13 20:00:00,18300,1000
WAT,TE1,BHHT,0008,W,2025/03/08 10:00:00,2600,260
OCT,WAU,XIMT,0517,N,2025/04/24 05:30:00,2750,300
TPT,EC2,ONYT,0020,W,2025/04/10 19:00:00,12200,800
LET,SX1,SNPT,2525,W,2025/06/20 02:00:00,9150,1400
TPT,EC3,MOBT,0029,E,2025/05/03 05:00:00,12500,800
TPT,EC3,OWRT,0027,E,2025/06/21 05:00:00,12200,800
TAT,AT2,ARUT,0228,E,2025/05/31 07:00:00,5800,347
TAT,AT2,OTRT,0114,W,2025/05/26 19:00:00,5800,347
LWT,AX3,ORIT,2517,W,2025/06/04 03:00:00,8900,1000
LWT,AX3,SCNT,2524,E,2025/06/14 04:00:00,8900,1000
NET,FP2,SPDT,0001,W,2025/12/27 14:00:00,9600,1000
NET,FP2,SPDT,0002,E,2025/05/17 15:00:00,9600,1000
NET,FP1,CRNT,0096,E,2025/03/27 12:00:00,7200,630
WAT,AG3,SFDT,0078,W,2025/05/20 06:00:00,10000,1000
TPT,PS7,ZRET,2512,W,2025/06/09 04:00:00,,
EAT,JSM,BSKT,0003,S,2025/04/26 09:00:00,1000,100
EAT,PH3,SEUT,0038,W,2025/05/30 09:00:00,860,100
EAT,PH3,SEUT,0036,E,2025/04/26 16:00:00,860,100
WAT,CIP,GWBT,0036,E,2025/05/24 02:00:00,5200,1176
EAT,JSM,APRT,0273,N,2025/05/03 21:00:00,1000,100
TAT,EMA,KGST,0014,E,2025/07/04 10:30:00,2850,300
NET,FP2,OHRT,0101,E,2025/10/20 17:00:00,9700,700
EAT,JSM,BSKT,0001,N,2025/03/08 21:00:00,1000,100
EAT,JID,SIKT,0002,N,2025/03/22 05:00:00,1000,100
EAT,JT1,XLHT,2509,S,2025/04/16 22:00:00,2200,200
OCT,NZJ,NFGT,0100,S,2025/04/17 13:00:00,3300,500
TPT,EC1,SADT,0078,E,2025/03/15 05:00:00,8200,700
MET,MS2,FRNT,0006,W,2025/02/09 08:00:00,13500,1300
NET,FP1,OHST,0059,W,2025/05/21 14:00:00,8200,800
EAT,JT1,R2JT,0010,N,2025/03/16 12:00:00,2200,200
EAT,JID,SIKT,0001,S,2025/02/19 13:00:00,1000,100
EAT,JID,SIKT,0005,N,2025/06/28 18:00:00,1000,100
TAT,AL5,NMTT,0085,E,2025/06/19 02:00:00,3800,330
TAT,AL5,NDIT,0018,E,2025/05/15 02:00:00,3800,330
TAT,AL5,NDIT,0018,W,2025/04/08 06:00:00,3800,330
TAT,AT2,MPFT,0246,W,2025/06/09 19:00:00,5800,347
EAT,JID,NGOT,0019,S,2025/06/28 05:00:00,1000,100
EAT,JID,VTAT,0137,N,2025/03/15 05:00:00,1000,100
EAT,JID,VTAT,0139,S,2025/04/26 05:00:00,1000,100
EAT,JID,NGOT,0016,N,2025/04/05 05:00:00,1000,100
TAT,AL5,NDIT,0019,E,2025/07/17 02:00:00,3800,330
EAT,JID,LOVT,0035,S,2025/09/20 05:00:00,2800,12
EAT,JID,SIKT,0006,N,2025/07/26 18:00:00,1000,100
EAT,JSM,APRT,0277,S,2025/08/16 09:00:00,1000,100
LWT,AX3,SCNT,2524,W,2025/07/16 03:00:00,8900,1000
EAT,JK1,CNFT,0229,E,2025/08/27 13:00:00,900,90
EAT,JT1,OTTT,0517,S,2025/09/03 22:00:00,2050,350
EAT,JK2,ICLT,0169,W,2025/07/16 08:00:00,25,10
EAT,JK2,ICLT,0170,W,2025/07/23 08:00:00,25,10
EAT,JT1,XLHT,2513,N,2025/07/27 12:00:00,2200,200
EAT,JK2,ICLT,0175,E,2025/08/26 02:00:00,25,10
EAT,JK2,ICLT,0176,W,2025/09/03 08:00:00,25,10
EAT,JPH,LSFT,0223,S,2025/07/26 15:00:00,1950,240
EAT,JPH,SZET,2140,N,2025/07/10 21:00:00,1900,200
EAT,JPH,LSFT,0222,N,2025/07/17 21:00:00,1950,240
EAT,JPH,SZET,2142,N,2025/08/21 21:00:00,1900,200
EAT,KC2,NIST,0174,N,2025/09/11 07:00:00,2100,200
EAT,JPH,SZET,2143,S,2025/08/30 15:00:00,1900,200
EAT,JPH,GCLT,0127,N,2025/03/13 07:00:00,1950,240
EAT,JSM,APRT,0276,S,2025/07/19 09:00:00,1000,100
WAT,PS3,OART,0071,W,2025/02/16 04:00:00,8200,700
WAT,PS3,CETT,0093,E,2025/02/20 21:00:00,7200,630
WAT,PS3,CNCT,0139,E,2025/01/30 18:00:00,7350,700
EAT,CIM,NDLT,0163,S,2025/08/16 22:00:00,1800,240
EAT,JSM,DIAT,0348,S,2025/08/02 09:00:00,1000,100
NET,FP2,YDET,0040,W,2025/09/06 14:00:00,9700,700
TPT,PS3,OART,0073,W,2025/08/24 03:00:00,8200,700
NET,FP2,SPDT,0436,W,2025/08/14 21:00:00,9700,700
EAT,JID,SIKT,0007,S,2025/08/16 05:00:00,1000,100
EAT,JID,VTAT,0141,N,2025/07/05 18:00:00,1000,100
FET,SAS,MXPT,0091,W,2025/09/04 12:00:00,3800,430
TPT,FP1,NVST,0079,W,2025/01/08 14:00:00,8200,800
TPT,FP1,NVST,0080,E,2025/03/20 12:00:00,8200,800
EAT,JV2,ARGT,0263,S,2025/09/03 15:00:00,2000,250
NET,FP2,CRET,0031,E,2025/04/14 17:00:00,9700,700
EAT,JV2,YPLT,1023,N,2025/09/06 21:00:00,2000,250
EAT,JV2,YPLT,1022,N,2025/08/16 21:00:00,2000,250
TPT,PN1,SDXT,0076,E,2025/06/05 05:00:00,5900,350
EAT,JVH,QPRT,0216,N,2025/07/06 20:00:00,1300,195
EAT,JVH,MART,0047,S,2025/08/18 03:30:00,1300,195
TPT,FP1,NOCT,0078,E,2025/02/06 12:00:00,8200,784
TPT,FP2,PFFT,0013,W,2025/10/02 21:00:00,9600,1000
TPT,MS2,REDT,0010,E,2025/04/25 06:00:00,13500,1300
TPT,MS2,OFUT,0004,E,2025/04/04 06:00:00,13500,1300
TPT,MS2,OFFT,0004,W,2025/06/09 04:00:00,13500,1300
TPT,MS2,FROT,0008,W,2025/05/12 04:00:00,13500,1300
EAT,JVH,MART,0045,S,2025/07/07 03:30:00,1300,195
EAT,JVH,SWRT,0114,S,2025/07/28 03:30:00,1300,195
TPT,MS2,OFVT,0005,E,2025/05/22 10:00:00,13500,1300
TPT,PN1,OMUT,0086,E,2025/09/11 05:00:00,5800,500
EAT,CTP,XLHT,0037,S,2025/09/19 21:00:00,2000,200
TPT,PS3,MEET,0101,E,2025/06/19 21:00:00,7200,630
TPT,PS3,MEET,0100,W,2025/04/27 03:00:00,7200,630
WAT,PS3,OART,0071,E,2025/01/09 18:00:00,8200,700
TPT,FP1,OHNT,0097,E,2025/03/19 01:00:00,8200,800
TPT,FP1,OHOT,0051,W,2025/02/05 14:00:00,8200,800
LWT,AX1,HPHT,2513,W,2025/04/23 17:00:00,8500,1000
WAT,CCX,SOKT,0025,W,2025/05/13 09:00:00,2850,300
WAT,CCX,SOKT,0026,W,2025/06/17 09:00:00,2850,300
WAT,CCX,SOKT,0025,E,2025/05/30 07:00:00,2850,300
WAT,CIP,ONMT,0076,E,2025/05/24 02:00:00,5000,400
WAT,CIP,ONMT,0076,W,2025/05/05 09:00:00,5000,400
WAT,CIP,ONMT,0075,E,2025/04/12 02:00:00,5000,400
WAT,NCI,OEAT,0079,E,2025/03/09 14:00:00,1000,100
WAT,TIP,GWBT,0038,E,2025/05/12 17:00:00,4200,420
WAT,TIP,GWBT,0039,W,2025/06/03 01:00:00,4200,420
WAT,TIP,ERNT,0107,E,2025/06/09 17:00:00,4200,420
WAT,TIP,ERNT,0106,E,2025/04/28 17:00:00,4200,420
WAT,TIP,HYKT,0006,W,2025/06/17 02:00:00,4200,420
FET,EA3,LTST,0528,W,2025/07/13 10:00:00,3333,300
FET,MIM,YDNT,0095,W,2025/08/19 17:00:00,1260,280
TAT,EMA,EDWT,0095,E,2025/04/04 10:30:00,2850,300
FWT,SW2,ORPT,0008,E,2025/07/19 14:00:00,2400,300
TPT,EC4,CIKT,0012,W,2026/04/13 19:00:00,6100,500
EAT,PH3,SEUT,0044,E,2025/08/16 16:00:00,860,100
FET,SAC,BKGT,0509,W,2025/05/13 03:00:00,3300,300
LET,CX1,GMET,0523,N,2025/06/10 14:00:00,1800,200
LET,CX1,GMET,0519,N,2025/05/13 14:00:00,1800,200
EAT,KCS,RCMT,0083,S,2025/05/31 11:00:00,2000,99
LET,CX1,CYCT,0525,S,2025/06/19 07:00:00,1800,200
LET,CX1,CYCT,0525,N,2025/06/24 14:00:00,1800,200
EAT,KCS,RCMT,0082,S,2025/05/03 11:00:00,2000,99
LET,SX1,PNOT,2518,E,2025/06/16 06:00:00,10000,100
LUT,LUX,NDMT,0118,S,2025/03/19 17:00:00,3200,330
LWT,AX3,OPKT,2524,E,2025/06/14 04:00:00,8900,1000
NET,FP1,OOHT,0075,W,2025/12/03 14:00:00,8200,800
TPT,FP2,SADT,0081,E,2025/11/08 15:00:00,9700,700
NET,IOX,BFHT,0007,E,2025/12/04 19:30:00,6000,600
NET,FP1,OHNT,0099,E,2025/11/06 12:00:00,8200,800
NET,FP1,NONT,0080,W,2025/12/09 06:30:00,8200,800
LET,SX1,SNPT,2525,E,2025/08/04 06:00:00,9150,1400
FET,MIM,XLHT,0043,W,2025/12/01 23:00:00,1260,200
TPT,WIN,OXMT,0075,W,2025/09/12 13:30:00,,
TPT,WIN,OMFT,0081,W,2025/08/15 13:30:00,,
MET,IOM,YDJT,0044,W,2025/05/02 12:30:00,1000,100
LET,SX2,DNCT,0103,W,2025/04/10 16:00:00,400,50
EAT,JT1,R2JT,0011,W,2025/03/18 14:00:00,2200,200
EAT,JVH,SWDT,0001,N,2025/04/06 20:00:00,1300,195
LET,SX1,OGHT,2539,E,2025/11/17 06:00:00,9150,1300
LET,CX1,CYCT,0528,N,2025/07/15 14:00:00,1800,200
EAT,JVH,SWDT,0004,S,2025/06/02 03:30:00,1300,195
EAT,JT1,XCLT,0318,S,2025/10/22 22:00:00,2200,200
EAT,JT1,XCLT,0319,S,2025/11/12 22:00:00,2200,200
EAT,JT1,XLHT,2518,N,2025/11/09 12:00:00,2200,200
EAT,JT1,XLHT,2518,S,2025/10/29 22:00:00,2200,200
EAT,JVH,SWDT,0006,S,2025/07/21 03:30:00,1300,195
EAT,JVH,SWRT,0118,S,2025/10/20 03:30:00,1300,195
EAT,JID,SIKT,0010,S,2025/11/15 05:00:00,1000,100
TPT,EC4,RBTT,0003,W,2026/03/30 19:00:00,6100,500
EAT,JID,SIKT,0009,N,2025/10/25 18:00:00,1000,100
EAT,JID,BFGT,0005,S,2025/08/02 05:00:00,1000,100
OCT,AU1,CNOT,0529,S,2025/07/17 01:00:00,7200,700
EAT,JK1,CNFT,0235,W,2025/10/11 07:00:00,900,90
EAT,JK1,CNFT,0233,E,2025/09/24 13:00:00,900,90
EAT,JK1,CNFT,0233,W,2025/09/27 07:00:00,900,90
EAT,JVH,SWDT,0009,S,2025/09/22 03:30:00,1300,195
FET,EA3,LTST,0529,W,2025/07/20 10:00:00,3333,300
OCT,AU1,CNOT,0539,N,2025/09/23 03:00:00,7200,700
EAT,CTP,CBDT,0279,N,2025/11/09 07:00:00,2000,200
WAT,TIP,GWBT,0041,W,2025/08/26 01:00:00,4200,420
EAT,JPH,LSFT,0229,S,2025/11/29 15:00:00,1950,240
EAT,JPH,LSFT,0229,N,2025/12/11 21:00:00,1950,240
EAT,JPH,LSFT,0228,S,2025/11/08 15:00:00,1950,240
EAT,JPH,LSFT,0227,N,2025/10/30 21:00:00,1950,240
EAT,PHX,USNT,0029,N,2025/11/07 14:00:00,1900,300
EAT,CTP,TSCT,0036,S,2025/08/25 10:00:00,2000,200
EAT,PHX,LSPT,0014,N,2025/11/14 14:00:00,1900,300
EAT,PHX,USNT,0026,S,2025/10/03 03:00:00,1900,300
TPT,FP1,OHNT,0098,W,2025/08/27 14:00:00,8200,800
TPT,FP1,OHIT,0063,E,2025/07/31 12:00:00,8200,800
OCT,WAU,GRET,0530,N,2025/07/24 05:30:00,2750,300
TPT,EC2,ONNT,0062,W,2025/10/02 19:00:00,7500,630
IET,LEX,NOTT,0002,S,2025/02/08 15:00:00,2100,240
LET,SX2,NFGT,0102,W,2025/08/20 04:30:00,400,50
OCT,WAU,XIMT,0532,N,2025/08/07 05:30:00,2750,300
LET,SX2,DNCT,0105,W,2025/10/22 04:30:00,400,50
LET,SX2,R2JT,0014,E,2025/07/30 11:00:00,400,50
LET,CX1,GMET,0531,S,2025/07/31 07:00:00,1800,200
LET,CX1,CYCT,0529,N,2025/07/22 14:00:00,1800,200
IET,ST2,SDBT,0054,W,2025/09/05 17:00:00,1000,100
IET,ST2,SDBT,0049,W,2025/05/24 21:00:00,1200,150
IET,ST2,SDBT,0054,E,2025/09/17 05:00:00,1000,100
LWT,AX1,OPPT,2523,E,2025/06/16 14:00:00,8500,1000
LWT,AX1,HPHT,2537,W,2025/10/08 17:00:00,8500,1000
FWT,AIM,AXBT,2540,W,2025/10/10 05:00:00,2850,225
LET,SX2,DNCT,0105,E,2025/11/26 05:00:00,400,50
FWT,SW2,PLNT,0014,E,2025/09/20 14:00:00,2400,300
FWT,WA1,WBKT,0033,E,2025/11/12 10:00:00,2800,120
EAT,PH3,SEUT,0047,E,2025/09/27 16:00:00,860,100
EAT,PH3,SEUT,0051,E,2025/11/29 16:00:00,860,100
EFT,SRX,ORYT,0254,S,2025/10/27 08:00:00,5600,1176
LWT,AX3,SPBT,0100,W,2025/10/01 03:00:00,8900,1000
EAT,PH3,SEUT,0049,W,2025/11/07 09:00:00,860,100
FET,SAC,BMRT,0130,E,2025/12/14 04:00:00,3800,99
FET,SAS,NFJT,0133,E,2025/11/12 12:00:00,3800,430
IET,IBC,LAAT,0030,N,2025/12/09 14:00:00,1000,100
IET,IBC,CPFT,0033,S,2025/08/18 15:00:00,1000,100
IET,IBC,MYST,0032,N,2025/04/16 07:00:00,1000,100
IET,IBC,CPFT,0038,N,2025/11/04 14:00:00,1000,100
NET,FE3,ITYT,0007,E,2025/09/04 19:00:00,21000,2160
WAT,CCX,RJ1T,0008,W,2025/11/18 09:00:00,2850,300
NET,FE3,ITYT,0007,W,2025/07/21 13:00:00,21000,2160
NET,FE4,OQRT,0028,E,2025/12/24 06:00:00,18000,1100
LWT,AX3,SCNT,2537,W,2025/10/15 03:00:00,8900,1000
TPT,PS5,SEFT,0097,E,2025/06/04 12:00:00,5750,350
LWT,AX3,DOAT,2539,W,2025/10/29 03:00:00,8900,1000
TPT,PS7,SPBT,0438,W,2025/11/17 04:00:00,12000,800
TPT,PS7,SPBT,0437,W,2025/09/22 04:00:00,12000,800
TPT,PS7,SPBT,0437,E,2025/08/27 10:00:00,12000,800
TPT,PS7,ZRET,0515,E,2025/11/05 10:00:00,12000,800
TPT,PS7,ZRET,0513,W,2025/08/11 04:00:00,12000,800
WAT,AG3,RSCT,0248,W,2025/08/19 06:00:00,10000,1000
WAT,AG3,RSCT,0246,E,2025/06/16 09:00:00,10000,1000
TPT,FP2,CNCT,0141,W,2025/07/22 07:00:00,9700,700
MET,MS2,REDT,0011,W,2025/12/22 04:00:00,13500,1300
NET,FE4,ONVT,0008,W,2025/08/01 20:00:00,21000,2160
NET,FE4,ONVT,0008,E,2025/09/17 06:00:00,21000,2160
LET,SX1,OZAT,2520,E,2025/06/30 06:00:00,9150,1400
TPT,FP1,NONT,0079,W,2025/08/06 14:00:00,8200,784
OCT,NZJ,NFMT,0135,N,2025/12/14 18:00:00,3300,500
TPT,PS3,CIKT,1001,W,2025/07/20 03:00:00,7200,630
TPT,PN1,MQDT,0087,E,2025/10/30 05:00:00,5850,520
TPT,EC2,ONLT,0039,E,2025/10/07 12:00:00,12500,800
TPT,PN1,MQDT,0086,W,2025/10/02 17:00:00,5850,520
WAT,TE1,BHHT,0017,W,2025/09/30 11:00:00,2600,260
TPT,FP1,OHST,0059,W,2025/05/21 14:00:00,8200,800
TPT,FP1,CRNT,0096,W,2025/06/25 14:00:00,7200,630
LWT,MAR,NKST,0427,W,2025/08/05 11:00:00,2100,330
LWT,MAR,NJOT,0199,E,2025/08/26 04:00:00,2100,330
TPT,EC3,OMIT,0042,E,2025/08/23 05:00:00,12500,800
LWT,MAR,NKST,0430,E,2025/10/14 04:00:00,2100,330
TPT,EC3,OMLT,0044,E,2025/07/12 05:00:00,12500,800
TPT,EC4,OMDT,0077,W,2025/09/22 19:00:00,6500,500
TPT,EC1,MITT,0071,E,2025/11/15 05:00:00,7500,630
TPT,EC1,SEYT,2505,W,2025/07/27 17:30:00,10000,1000
OCT,NZJ,BFGT,0008,N,2025/11/30 18:00:00,3300,500
TPT,FP2,SPDT,0437,E,2025/10/25 15:00:00,8900,900
WAT,TE1,BHHT,0015,W,2025/08/12 11:00:00,2600,260
NET,FP1,OEHT,0097,W,2025/08/13 14:00:00,8200,800
NET,FP1,OHOT,0053,E,2025/09/11 12:00:00,8200,800
TPT,EXW,PXET,0001,W,2025/02/16 05:00:00,,
TPT,EXW,NDDT,0091,E,2025/02/26 10:00:00,,
LET,CX1,GMET,0528,N,2025/07/15 14:00:00,1800,200
TPT,FP1,HSMT,0088,W,2026/02/04 14:00:00,8200,800
TPT,FP1,NOCT,0080,W,2026/01/14 14:00:00,8200,784
LWT,AX1,OPPT,2547,W,2025/12/17 17:00:00,8500,1000
TPT,WIN,OTHT,0093,W,2025/11/07 13:30:00,0,0
TAT,AT4,OMVT,0079,E,2025/12/09 06:00:00,5700,500
TAT,AT4,OMVT,0079,W,2025/11/17 12:00:00,5700,500
TPT,WIN,RSCT,0245,W,2025/03/14 13:30:00,1000,100
TPT,WIN,OMFT,0082,W,2025/10/31 13:30:00,0,0
TAT,AT2,BRNT,0019,E,2025/08/16 07:00:00,5800,347
TAT,AL5,NNBT,0090,W,2025/10/28 06:00:00,3800,330
WAT,AG3,RSCT,0251,W,2025/12/30 06:00:00,10000,1000
TAT,AL5,NROT,0075,W,2025/08/05 06:00:00,3800,330
NET,FE4,TLIT,0005,E,2025/07/23 06:00:00,21000,2160
EAT,CTP,CBDT,0276,N,2025/08/17 07:00:00,2000,200
EAT,CTP,CBDT,0275,N,2025/07/20 07:00:00,2000,200
EAT,CTP,TUNT,0017,N,2025/11/02 07:00:00,2000,200
NET,IOX,ORMT,0007,E,2025/10/16 19:30:00,6000,600
NET,TSX,PPPT,0072,N,2025/11/07 13:00:00,1000,100
NET,TSX,PPPT,0034,S,2025/01/14 06:00:00,,
NET,TSX,PPPT,0069,S,2025/10/14 06:00:00,1000,100
NET,TSX,PPPT,0035,N,2025/01/24 13:00:00,,
LWT,AX4,TGBT,0022,W,2025/11/04 04:00:00,,
MET,MS2,FROT,0009,W,2025/10/20 04:00:00,13500,1300
NET,TSX,PPPT,0077,N,2025/12/12 13:00:00,1000,100
NET,TSX,PPPT,0053,N,2025/06/13 13:00:00,1000,100
NET,TSX,PPPT,0066,N,2025/09/26 13:00:00,1000,100
NET,TSX,PPPT,0076,S,2025/12/02 06:00:00,1000,100
NET,TSX,PPPT,0041,S,2025/03/04 06:00:00,,
LWT,AX4,TGBT,0023,E,2025/11/30 04:00:00,,
TAT,EMA,EDWT,0099,W,2025/11/28 05:00:00,2850,300
NET,TSX,PPPT,0068,S,2025/10/07 06:00:00,1000,100
TAT,EMA,KGST,0016,E,2025/10/17 10:30:00,2850,300
NET,FP1,OOLT,0078,E,2025/09/12 16:00:00,8200,800
