"base_year_month","vessel_capacity","port_stay_bunker_consumption","idling_bunker_consumption","pilot_inout_bunker_consumption"
"202601",10900,0.820,0.000,2.350
"202601",10910,0.820,0.000,2.350
"202601",10920,0.820,0.000,2.350
"202601",10930,0.820,0.000,2.350
"202601",10940,0.820,0.000,2.350
"202601",10950,0.820,0.000,2.350
"202601",10960,0.820,0.000,2.350
"202601",10970,0.820,0.000,2.350
"202601",10980,0.820,0.000,2.350
"202601",10990,0.820,0.000,2.350
"202601",11000,0.840,0.000,2.450
"202601",11010,0.840,0.000,2.450
"202601",11020,0.840,0.000,2.450
"202601",11030,0.840,0.000,2.450
"202601",11040,0.840,0.000,2.450
"202601",11050,0.840,0.000,2.450
"202601",11060,0.840,0.000,2.450
"202601",11070,0.840,0.000,2.450
"202601",11080,0.840,0.000,2.450
"202601",11090,0.840,0.000,2.450
"202601",11100,0.840,0.000,2.450
"202601",11110,0.840,0.000,2.450
"202601",11120,0.840,0.000,2.450
"202601",11130,0.840,0.000,2.450
"202601",11140,0.840,0.000,2.450
"202601",11150,0.840,0.000,2.450
"202601",11160,0.840,0.000,2.450
"202601",11170,0.840,0.000,2.450
"202601",11180,0.840,0.000,2.450
"202601",11190,0.840,0.000,2.450
"202601",11200,0.840,0.000,2.450
"202601",11210,0.840,0.000,2.450
"202601",11250,0.840,0.000,2.450
"202601",11220,0.840,0.000,2.450
"202601",11230,0.840,0.000,2.450
"202601",11240,0.840,0.000,2.450
"202601",11260,0.840,0.000,2.450
"202601",11270,0.840,0.000,2.450
"202601",11280,0.840,0.000,2.450
"202601",11290,0.840,0.000,2.450
"202601",11300,0.840,0.000,2.450
"202601",11310,0.840,0.000,2.450
"202601",11320,0.840,0.000,2.450
"202601",11330,0.840,0.000,2.450
"202601",11340,0.840,0.000,2.450
"202601",11350,0.840,0.000,2.450
"202601",11360,0.840,0.000,2.450
"202601",11370,0.840,0.000,2.450
"202601",11380,0.840,0.000,2.450
"202601",11390,0.840,0.000,2.450
"202601",11400,0.840,0.000,2.450
"202601",11410,0.840,0.000,2.450
"202601",11420,0.840,0.000,2.450
"202601",11430,0.840,0.000,2.450
"202601",11440,0.840,0.000,2.450
"202601",11450,0.840,0.000,2.450
"202601",11460,0.840,0.000,2.450
"202601",11470,0.840,0.000,2.450
"202601",11480,0.840,0.000,2.450
"202601",11490,0.840,0.000,2.450
"202601",11500,0.840,0.000,2.500
"202601",11510,0.840,0.000,2.500
"202601",11520,0.840,0.000,2.500
"202601",11530,0.840,0.000,2.500
"202601",11540,0.840,0.000,2.500
"202601",11550,0.840,0.000,2.500
"202601",11560,0.840,0.000,2.500
"202601",11570,0.840,0.000,2.500
"202601",11580,0.840,0.000,2.500
"202601",11590,0.840,0.000,2.500
"202601",11600,0.840,0.000,2.500
"202601",11610,0.840,0.000,2.500
"202601",11620,0.840,0.000,2.500
"202601",11630,0.840,0.000,2.500
"202601",11640,0.840,0.000,2.500
"202601",11650,0.840,0.000,2.500
"202601",11660,0.840,0.000,2.500
"202601",11670,0.840,0.000,2.500
"202601",11680,0.840,0.000,2.500
"202601",11690,0.840,0.000,2.500
"202601",11700,0.840,0.000,2.500
"202601",11710,0.840,0.000,2.500
"202601",11720,0.840,0.000,2.500
"202601",11730,0.840,0.000,2.500
"202601",11740,0.840,0.000,2.500
"202601",11750,0.840,0.000,2.500
"202601",11760,0.840,0.000,2.500
"202601",11770,0.840,0.000,2.500
"202601",11780,0.840,0.000,2.500
"202601",11790,0.840,0.000,2.500
"202601",11800,0.840,0.000,2.500
"202601",11810,0.840,0.000,2.500
"202601",11820,0.840,0.000,2.500
"202601",11830,0.840,0.000,2.500
"202601",11840,0.840,0.000,2.500
"202601",11850,0.840,0.000,2.500
"202601",11860,0.840,0.000,2.500
"202601",11870,0.840,0.000,2.500
"202601",11880,0.840,0.000,2.500
"202601",11890,0.840,0.000,2.500
"202601",11900,0.840,0.000,2.500
"202601",11910,0.840,0.000,2.500
"202601",11920,0.840,0.000,2.500
"202601",11930,0.840,0.000,2.500
"202601",11940,0.840,0.000,2.500
"202601",11950,0.840,0.000,2.500
"202601",11960,0.840,0.000,2.500
"202601",11970,0.840,0.000,2.500
"202601",11980,0.840,0.000,2.500
"202601",11990,0.840,0.000,2.500
"202601",12000,0.840,0.000,2.500
"202601",12010,0.840,0.000,2.500
"202601",12020,0.840,0.000,2.500
"202601",12030,0.840,0.000,2.500
"202601",12040,0.840,0.000,2.500
"202601",12050,0.840,0.000,2.500
"202601",12060,0.840,0.000,2.500
"202601",12070,0.840,0.000,2.500
"202601",12080,0.840,0.000,2.500
"202601",12090,0.840,0.000,2.500
"202601",12100,0.840,0.000,2.500
"202601",12110,0.840,0.000,2.500
"202601",12120,0.840,0.000,2.500
"202601",12130,0.840,0.000,2.500
"202601",12140,0.840,0.000,2.500
"202601",12150,0.840,0.000,2.500
"202601",12160,0.840,0.000,2.500
"202601",12170,0.840,0.000,2.500
"202601",12180,0.840,0.000,2.500
"202601",12190,0.840,0.000,2.500
"202601",12200,0.840,0.000,2.500
"202601",12210,0.840,0.000,2.500
"202601",12220,0.840,0.000,2.500
"202601",12230,0.840,0.000,2.500
"202601",12240,0.840,0.000,2.500
"202601",12250,0.840,0.000,2.500
"202601",12260,0.840,0.000,2.500
"202601",12270,0.840,0.000,2.500
"202601",12280,0.840,0.000,2.500
"202601",12290,0.840,0.000,2.500
"202601",12300,0.840,0.000,2.500
"202601",12310,0.840,0.000,2.500
"202601",12320,0.840,0.000,2.500
"202601",12330,0.840,0.000,2.500
"202601",12340,0.840,0.000,2.500
"202601",12350,0.840,0.000,2.500
"202601",12360,0.840,0.000,2.500
"202601",12370,0.840,0.000,2.500
"202601",12380,0.840,0.000,2.500
"202601",12420,0.840,0.000,2.500
"202601",12390,0.840,0.000,2.500
"202601",12400,0.840,0.000,2.500
"202601",12410,0.840,0.000,2.500
"202601",12430,0.840,0.000,2.500
"202601",12440,0.840,0.000,2.500
"202601",12450,0.840,0.000,2.500
"202601",12460,0.840,0.000,2.500
"202601",12470,0.840,0.000,2.500
"202601",12480,0.840,0.000,2.500
"202601",12490,0.840,0.000,2.500
"202601",12500,0.840,0.000,2.500
"202601",12510,0.840,0.000,2.500
"202601",12520,0.840,0.000,2.500
"202601",12530,0.840,0.000,2.500
"202601",12540,0.840,0.000,2.500
"202601",12550,0.840,0.000,2.500
"202601",12560,0.840,0.000,2.500
"202601",12570,0.840,0.000,2.500
"202601",12580,0.840,0.000,2.500
"202601",12590,0.840,0.000,2.500
"202601",12600,0.840,0.000,2.500
"202601",12610,0.840,0.000,2.500
"202601",12620,0.840,0.000,2.500
"202601",12630,0.840,0.000,2.500
"202601",12640,0.840,0.000,2.500
"202601",12650,0.840,0.000,2.500
"202601",12660,0.840,0.000,2.500
"202601",12670,0.840,0.000,2.500
"202601",12680,0.840,0.000,2.500
"202601",12690,0.840,0.000,2.500
"202601",12700,0.840,0.000,2.500
"202601",12710,0.840,0.000,2.500
"202601",12720,0.840,0.000,2.500
"202601",12730,0.840,0.000,2.500
"202601",12740,0.840,0.000,2.500
"202601",12750,0.840,0.000,2.500
"202601",12760,0.840,0.000,2.500
"202601",12770,0.840,0.000,2.500
"202601",12780,0.840,0.000,2.500
"202601",12790,0.840,0.000,2.500
"202601",12800,0.840,0.000,2.500
"202601",12810,0.840,0.000,2.500
"202601",12820,0.840,0.000,2.500
"202601",12830,0.840,0.000,2.500
"202601",12840,0.840,0.000,2.500
"202601",12850,0.840,0.000,2.500
"202601",12860,0.840,0.000,2.500
"202601",12870,0.840,0.000,2.500
"202601",12880,0.840,0.000,2.500
"202601",12890,0.840,0.000,2.500
"202601",12900,0.840,0.000,2.500
"202601",12910,0.840,0.000,2.500
"202601",12920,0.840,0.000,2.500
"202601",12930,0.840,0.000,2.500
"202601",12940,0.840,0.000,2.500
"202601",12950,0.840,0.000,2.500
"202601",12960,0.840,0.000,2.500
"202601",12970,0.840,0.000,2.500
"202601",12980,0.840,0.000,2.500
"202601",12990,0.840,0.000,2.500
"202601",13000,0.840,0.000,2.500
"202601",13010,0.840,0.000,2.500
"202601",13020,0.840,0.000,2.500
"202601",13030,0.840,0.000,2.500
"202601",13040,0.840,0.000,2.500
"202601",13050,0.840,0.000,2.500
"202601",13060,0.840,0.000,2.500
"202601",13070,0.840,0.000,2.500
"202601",13080,0.840,0.000,2.500
"202601",13090,0.840,0.000,2.500
"202601",13100,0.840,0.000,2.500
"202601",13110,0.840,0.000,2.500
"202601",13120,0.840,0.000,2.500
"202601",13130,0.840,0.000,2.500
"202601",13140,0.840,0.000,2.500
"202601",13150,0.840,0.000,2.500
"202601",13160,0.840,0.000,2.500
"202601",13170,0.840,0.000,2.500
"202601",13180,0.840,0.000,2.500
"202601",13190,0.840,0.000,2.500
"202601",13200,0.840,0.000,2.500
"202601",13210,0.840,0.000,2.500
"202601",13220,0.840,0.000,2.500
"202601",13230,0.840,0.000,2.500
"202601",13240,0.840,0.000,2.500
"202601",13250,0.840,0.000,2.500
"202601",13260,0.840,0.000,2.500
"202601",13270,0.840,0.000,2.500
"202601",13280,0.840,0.000,2.500
"202601",13290,0.840,0.000,2.500
"202601",13300,0.840,0.000,2.500
"202601",13310,0.840,0.000,2.500
"202601",13320,0.840,0.000,2.500
"202601",13330,0.840,0.000,2.500
"202601",13340,0.840,0.000,2.500
"202601",13350,0.840,0.000,2.500
"202601",13360,0.840,0.000,2.500
"202601",13370,0.840,0.000,2.500
"202601",13380,0.840,0.000,2.500
"202601",13390,0.840,0.000,2.500
"202601",13400,0.840,0.000,2.500
"202601",13410,0.840,0.000,2.500
"202601",13420,0.840,0.000,2.500
"202601",13430,0.840,0.000,2.500
"202601",13440,0.840,0.000,2.500
"202601",13450,0.840,0.000,2.500
"202601",13460,0.840,0.000,2.500
"202601",13470,0.840,0.000,2.500
"202601",13480,0.840,0.000,2.500
"202601",13490,0.840,0.000,2.500
"202601",13500,0.840,0.000,2.550
"202601",13510,0.840,0.000,2.550
"202601",13520,0.840,0.000,2.550
"202601",13530,0.840,0.000,2.550
"202601",13540,0.840,0.000,2.550
"202601",13550,0.840,0.000,2.550
"202601",13590,0.840,0.000,2.550
"202601",13560,0.840,0.000,2.550
"202601",13570,0.840,0.000,2.550
"202601",13580,0.840,0.000,2.550
"202601",13600,0.840,0.000,2.550
"202601",13610,0.840,0.000,2.550
"202601",13620,0.840,0.000,2.550
"202601",13630,0.840,0.000,2.550
"202601",13640,0.840,0.000,2.550
"202601",13650,0.840,0.000,2.550
"202601",13660,0.840,0.000,2.550
"202601",13670,0.840,0.000,2.550
"202601",13680,0.840,0.000,2.550
"202601",13690,0.840,0.000,2.550
"202601",13700,0.840,0.000,2.550
"202601",13710,0.840,0.000,2.550
"202601",13720,0.840,0.000,2.550
"202601",13730,0.840,0.000,2.550
"202601",13740,0.840,0.000,2.550
"202601",13750,0.840,0.000,2.550
"202601",13760,0.840,0.000,2.550
"202601",13770,0.840,0.000,2.550
"202601",13780,0.840,0.000,2.550
"202601",13790,0.840,0.000,2.550
"202601",13800,0.840,0.000,2.550
"202601",13810,0.840,0.000,2.550
"202601",13820,0.840,0.000,2.550
"202601",13830,0.840,0.000,2.550
"202601",13840,0.840,0.000,2.550
"202601",13850,0.840,0.000,2.550
"202601",13860,0.840,0.000,2.550
"202601",13870,0.840,0.000,2.550
"202601",13880,0.840,0.000,2.550
"202601",13890,0.840,0.000,2.550
"202601",13900,0.840,0.000,2.550
"202601",13910,0.840,0.000,2.550
"202601",13920,0.840,0.000,2.550
"202601",13930,0.840,0.000,2.550
"202601",13940,0.840,0.000,2.550
"202601",13950,0.840,0.000,2.550
"202601",13960,0.840,0.000,2.550
"202601",13970,0.840,0.000,2.550
"202601",13980,0.840,0.000,2.550
"202601",13990,0.840,0.000,2.550
"202601",14000,0.840,0.000,2.550
"202601",14010,0.840,0.000,2.550
"202601",14020,0.840,0.000,2.550
"202601",14030,0.840,0.000,2.550
"202601",14040,0.840,0.000,2.550
"202601",14050,0.840,0.000,2.550
"202601",14060,0.840,0.000,2.550
"202601",14070,0.840,0.000,2.550
"202601",14080,0.840,0.000,2.550
"202601",14090,0.840,0.000,2.550
"202601",14100,0.840,0.000,2.550
"202601",14110,0.840,0.000,2.550
"202601",14120,0.840,0.000,2.550
"202601",14130,0.840,0.000,2.550
"202601",14140,0.840,0.000,2.550
"202601",14150,0.840,0.000,2.550
"202601",14160,0.840,0.000,2.550
"202601",14170,0.840,0.000,2.550
"202601",14180,0.840,0.000,2.550
"202601",14190,0.840,0.000,2.550
"202601",14200,0.840,0.000,2.550
"202601",14210,0.840,0.000,2.550
"202601",14220,0.840,0.000,2.550
"202601",14230,0.840,0.000,2.550
"202601",14240,0.840,0.000,2.550
"202601",14250,0.840,0.000,2.550
"202601",14260,0.840,0.000,2.550
"202601",14270,0.840,0.000,2.550
"202601",14280,0.840,0.000,2.550
"202601",14290,0.840,0.000,2.550
"202601",14300,0.840,0.000,2.550
"202601",14310,0.840,0.000,2.550
"202601",14320,0.840,0.000,2.550
"202601",14330,0.840,0.000,2.550
"202601",14340,0.840,0.000,2.550
"202601",14350,0.840,0.000,2.550
"202601",14360,0.840,0.000,2.550
"202601",14370,0.840,0.000,2.550
"202601",14380,0.840,0.000,2.550
"202601",14390,0.840,0.000,2.550
"202601",14400,0.840,0.000,2.550
"202601",14410,0.840,0.000,2.550
"202601",14420,0.840,0.000,2.550
"202601",14430,0.840,0.000,2.550
"202601",14440,0.840,0.000,2.550
"202601",14450,0.840,0.000,2.550
"202601",14460,0.840,0.000,2.550
"202601",14470,0.840,0.000,2.550
"202601",14480,0.840,0.000,2.550
"202601",14490,0.840,0.000,2.550
"202601",14500,0.840,0.000,2.550
"202601",14510,0.840,0.000,2.550
"202601",14520,0.840,0.000,2.550
"202601",14530,0.840,0.000,2.550
"202601",14540,0.840,0.000,2.550
"202601",14550,0.840,0.000,2.550
"202601",14560,0.840,0.000,2.550
"202601",14570,0.840,0.000,2.550
"202601",14580,0.840,0.000,2.550
"202601",14590,0.840,0.000,2.550
"202601",14600,0.840,0.000,2.550
"202601",14610,0.840,0.000,2.550
"202601",14620,0.840,0.000,2.550
"202601",14630,0.840,0.000,2.550
"202601",14640,0.840,0.000,2.550
"202601",14650,0.840,0.000,2.550
"202601",14660,0.840,0.000,2.550
"202601",14670,0.840,0.000,2.550
"202601",14680,0.840,0.000,2.550
"202601",14690,0.840,0.000,2.550
"202601",14700,0.840,0.000,2.550
"202601",14710,0.840,0.000,2.550
"202601",14720,0.840,0.000,2.550
"202601",14760,0.840,0.000,2.550
"202601",14730,0.840,0.000,2.550
"202601",14740,0.840,0.000,2.550
"202601",14750,0.840,0.000,2.550
"202601",14770,0.840,0.000,2.550
"202601",14780,0.840,0.000,2.550
"202601",14790,0.840,0.000,2.550
"202601",14800,0.840,0.000,2.550
"202601",14810,0.840,0.000,2.550
"202601",14820,0.840,0.000,2.550
"202601",14830,0.840,0.000,2.550
"202601",14840,0.840,0.000,2.550
"202601",14850,0.840,0.000,2.550
"202601",14860,0.840,0.000,2.550
"202601",14870,0.840,0.000,2.550
"202601",14880,0.840,0.000,2.550
"202601",14890,0.840,0.000,2.550
"202601",14900,0.840,0.000,2.550
"202601",14910,0.840,0.000,2.550
"202601",14920,0.840,0.000,2.550
"202601",14930,0.840,0.000,2.550
"202601",14940,0.840,0.000,2.550
"202601",14950,0.840,0.000,2.550
"202601",14960,0.840,0.000,2.550
"202601",14970,0.840,0.000,2.550
"202601",14980,0.840,0.000,2.550
"202601",14990,0.840,0.000,2.550
"202601",15000,0.840,0.000,2.550
"202601",15010,0.840,0.000,2.550
"202601",15020,0.840,0.000,2.550
"202601",15030,0.840,0.000,2.550
"202601",15040,0.840,0.000,2.550
"202601",15050,0.840,0.000,2.550
"202601",15060,0.840,0.000,2.550
"202601",15070,0.840,0.000,2.550
"202601",15080,0.840,0.000,2.550
"202601",15090,0.840,0.000,2.550
"202601",15100,0.840,0.000,2.550
"202601",15110,0.840,0.000,2.550
"202601",15120,0.840,0.000,2.550
"202601",15130,0.840,0.000,2.550
"202601",15140,0.840,0.000,2.550
"202601",15150,0.840,0.000,2.550
"202601",15160,0.840,0.000,2.550
"202601",15170,0.840,0.000,2.550
"202601",15180,0.840,0.000,2.550
"202601",15190,0.840,0.000,2.550
"202601",15200,0.840,0.000,2.550
"202601",15210,0.840,0.000,2.550
"202601",15220,0.840,0.000,2.550
"202601",15230,0.840,0.000,2.550
"202601",15240,0.840,0.000,2.550
"202601",15250,0.840,0.000,2.550
"202601",15260,0.840,0.000,2.550
"202601",15270,0.840,0.000,2.550
"202601",15280,0.840,0.000,2.550
"202601",15290,0.840,0.000,2.550
"202601",15300,0.840,0.000,2.550
"202601",15310,0.840,0.000,2.550
"202601",15320,0.840,0.000,2.550
"202601",15330,0.840,0.000,2.550
"202601",15340,0.840,0.000,2.550
"202601",15350,0.840,0.000,2.550
"202601",15360,0.840,0.000,2.550
"202601",15370,0.840,0.000,2.550
"202601",15380,0.840,0.000,2.550
"202601",15390,0.840,0.000,2.550
"202601",15400,0.840,0.000,2.550
"202601",15410,0.840,0.000,2.550
"202601",15420,0.840,0.000,2.550
"202601",15430,0.840,0.000,2.550
"202601",15440,0.840,0.000,2.550
"202601",15450,0.840,0.000,2.550
"202601",15460,0.840,0.000,2.550
"202601",15470,0.840,0.000,2.550
"202601",15480,0.840,0.000,2.550
"202601",15490,0.840,0.000,2.550
"202601",15500,0.840,0.000,2.550
"202601",15510,0.840,0.000,2.550
"202601",15520,0.840,0.000,2.550
"202601",15530,0.840,0.000,2.550
"202601",15540,0.840,0.000,2.550
"202601",15550,0.840,0.000,2.550
"202601",15560,0.840,0.000,2.550
"202601",15570,0.840,0.000,2.550
"202601",15580,0.840,0.000,2.550
"202601",15590,0.840,0.000,2.550
"202601",15600,0.840,0.000,2.550
"202601",15610,0.840,0.000,2.550
"202601",15620,0.840,0.000,2.550
"202601",15630,0.840,0.000,2.550
"202601",15640,0.840,0.000,2.550
"202601",15650,0.840,0.000,2.550
"202601",15660,0.840,0.000,2.550
"202601",15670,0.840,0.000,2.550
"202601",15680,0.840,0.000,2.550
"202601",15690,0.840,0.000,2.550
"202601",15700,0.840,0.000,2.550
"202601",15710,0.840,0.000,2.550
"202601",15720,0.840,0.000,2.550
"202601",15730,0.840,0.000,2.550
"202601",15740,0.840,0.000,2.550
"202601",15750,0.840,0.000,2.550
"202601",15760,0.840,0.000,2.550
"202601",15770,0.840,0.000,2.550
"202601",15780,0.840,0.000,2.550
"202601",15790,0.840,0.000,2.550
"202601",15800,0.840,0.000,2.550
"202601",15810,0.840,0.000,2.550
"202601",15820,0.840,0.000,2.550
"202601",15830,0.840,0.000,2.550
"202601",15840,0.840,0.000,2.550
"202601",15850,0.840,0.000,2.550
"202601",15860,0.840,0.000,2.550
"202601",15870,0.840,0.000,2.550
"202601",15880,0.840,0.000,2.550
"202601",15890,0.840,0.000,2.550
"202601",15930,0.840,0.000,2.550
"202601",15900,0.840,0.000,2.550
"202601",15910,0.840,0.000,2.550
"202601",15920,0.840,0.000,2.550
"202601",15940,0.840,0.000,2.550
"202601",15950,0.840,0.000,2.550
"202601",15960,0.840,0.000,2.550
"202601",15970,0.840,0.000,2.550
"202601",15980,0.840,0.000,2.550
"202601",15990,0.840,0.000,2.550
"202601",16000,0.840,0.000,2.550
"202601",16010,0.840,0.000,2.550
"202601",16020,0.840,0.000,2.550
"202601",16030,0.840,0.000,2.550
"202601",16040,0.840,0.000,2.550
"202601",16050,0.840,0.000,2.550
"202601",16060,0.840,0.000,2.550
"202601",16070,0.840,0.000,2.550
"202601",16080,0.840,0.000,2.550
"202601",16090,0.840,0.000,2.550
"202601",16100,0.840,0.000,2.550
"202601",16110,0.840,0.000,2.550
"202601",16120,0.840,0.000,2.550
"202601",16130,0.840,0.000,2.550
"202601",16140,0.840,0.000,2.550
"202601",16150,0.840,0.000,2.550
"202601",16160,0.840,0.000,2.550
"202601",16170,0.840,0.000,2.550
"202601",16180,0.840,0.000,2.550
"202601",16190,0.840,0.000,2.550
"202601",16200,0.840,0.000,2.550
"202601",16210,0.840,0.000,2.550
"202601",16220,0.840,0.000,2.550
"202601",16230,0.840,0.000,2.550
"202601",16240,0.840,0.000,2.550
"202601",16250,0.840,0.000,2.550
"202601",16260,0.840,0.000,2.550
"202601",16270,0.840,0.000,2.550
"202601",16280,0.840,0.000,2.550
"202601",16290,0.840,0.000,2.550
"202601",16300,0.840,0.000,2.550
"202601",16310,0.840,0.000,2.550
"202601",16320,0.840,0.000,2.550
"202601",16330,0.840,0.000,2.550
"202601",16340,0.840,0.000,2.550
"202601",16350,0.840,0.000,2.550
"202601",16360,0.840,0.000,2.550
"202601",16370,0.840,0.000,2.550
"202601",16380,0.840,0.000,2.550
"202601",16390,0.840,0.000,2.550
"202601",16400,0.840,0.000,2.550
"202601",16410,0.840,0.000,2.550
"202601",16420,0.840,0.000,2.550
"202601",16430,0.840,0.000,2.550
"202601",16440,0.840,0.000,2.550
"202601",16450,0.840,0.000,2.550
"202601",16460,0.840,0.000,2.550
"202601",16470,0.840,0.000,2.550
"202601",16480,0.840,0.000,2.550
"202601",16490,0.840,0.000,2.550
"202601",16500,0.840,0.000,2.550
"202601",16510,0.840,0.000,2.550
"202601",16520,0.840,0.000,2.550
"202601",16530,0.840,0.000,2.550
"202601",16540,0.840,0.000,2.550
"202601",16550,0.840,0.000,2.550
"202601",16560,0.840,0.000,2.550
"202601",16570,0.840,0.000,2.550
"202601",16580,0.840,0.000,2.550
"202601",16590,0.840,0.000,2.550
"202601",16600,0.840,0.000,2.550
"202601",16610,0.840,0.000,2.550
"202601",16620,0.840,0.000,2.550
"202601",16630,0.840,0.000,2.550
"202601",16640,0.840,0.000,2.550
"202601",16650,0.840,0.000,2.550
"202601",16660,0.840,0.000,2.550
"202601",16670,0.840,0.000,2.550
"202601",16680,0.840,0.000,2.550
"202601",16690,0.840,0.000,2.550
"202601",16700,0.840,0.000,2.550
"202601",16710,0.840,0.000,2.550
"202601",16720,0.840,0.000,2.550
"202601",16730,0.840,0.000,2.550
"202601",16740,0.840,0.000,2.550
"202601",16750,0.840,0.000,2.550
"202601",16760,0.840,0.000,2.550
"202601",16770,0.840,0.000,2.550
"202601",16780,0.840,0.000,2.550
"202601",16790,0.840,0.000,2.550
"202601",16800,0.840,0.000,2.550
"202601",16810,0.840,0.000,2.550
"202601",16820,0.840,0.000,2.550
"202601",16830,0.840,0.000,2.550
"202601",16840,0.840,0.000,2.550
"202601",16850,0.840,0.000,2.550
"202601",16860,0.840,0.000,2.550
"202601",16870,0.840,0.000,2.550
"202601",16880,0.840,0.000,2.550
"202601",16890,0.840,0.000,2.550
"202601",16900,0.840,0.000,2.550
"202601",16910,0.840,0.000,2.550
"202601",16920,0.840,0.000,2.550
"202601",16930,0.840,0.000,2.550
"202601",16940,0.840,0.000,2.550
"202601",16950,0.840,0.000,2.550
"202601",16960,0.840,0.000,2.550
"202601",16970,0.840,0.000,2.550
"202601",16980,0.840,0.000,2.550
"202601",16990,0.840,0.000,2.550
"202601",17000,0.840,0.000,2.550
"202601",17010,0.840,0.000,2.550
"202601",17020,0.840,0.000,2.550
"202601",17030,0.840,0.000,2.550
"202601",17040,0.840,0.000,2.550
"202601",17050,0.840,0.000,2.550
"202601",17060,0.840,0.000,2.550
"202601",17100,0.840,0.000,2.550
"202601",17070,0.840,0.000,2.550
"202601",17080,0.840,0.000,2.550
"202601",17090,0.840,0.000,2.550
"202601",17110,0.840,0.000,2.550
"202601",17120,0.840,0.000,2.550
"202601",17130,0.840,0.000,2.550
"202601",17140,0.840,0.000,2.550
"202601",17150,0.840,0.000,2.550
"202601",17160,0.840,0.000,2.550
"202601",17170,0.840,0.000,2.550
"202601",17180,0.840,0.000,2.550
"202601",17190,0.840,0.000,2.550
"202601",17200,0.840,0.000,2.550
"202601",17210,0.840,0.000,2.550
"202601",17220,0.840,0.000,2.550
"202601",17230,0.840,0.000,2.550
"202601",17240,0.840,0.000,2.550
"202601",17250,0.840,0.000,2.550
"202601",17260,0.840,0.000,2.550
"202601",17270,0.840,0.000,2.550
"202601",17280,0.840,0.000,2.550
"202601",17290,0.840,0.000,2.550
"202601",17300,0.840,0.000,2.550
"202601",17310,0.840,0.000,2.550
"202601",17320,0.840,0.000,2.550
"202601",17330,0.840,0.000,2.550
"202601",17340,0.840,0.000,2.550
"202601",17350,0.840,0.000,2.550
"202601",17360,0.840,0.000,2.550
"202601",17370,0.840,0.000,2.550
"202601",17380,0.840,0.000,2.550
"202601",17390,0.840,0.000,2.550
"202601",17400,0.840,0.000,2.550
"202601",17410,0.840,0.000,2.550
"202601",17420,0.840,0.000,2.550
"202601",17430,0.840,0.000,2.550
"202601",17440,0.840,0.000,2.550
"202601",17450,0.840,0.000,2.550
"202601",17460,0.840,0.000,2.550
"202601",17470,0.840,0.000,2.550
"202601",17480,0.840,0.000,2.550
"202601",17490,0.840,0.000,2.550
"202601",17500,0.840,0.000,2.550
"202601",17510,0.840,0.000,2.550
"202601",17520,0.840,0.000,2.550
"202601",17530,0.840,0.000,2.550
"202601",17540,0.840,0.000,2.550
"202601",17550,0.840,0.000,2.550
"202601",17560,0.840,0.000,2.550
"202601",17570,0.840,0.000,2.550
"202601",17580,0.840,0.000,2.550
"202601",17590,0.840,0.000,2.550
"202601",17600,0.840,0.000,2.550
"202601",17610,0.840,0.000,2.550
"202601",17620,0.840,0.000,2.550
"202601",17630,0.840,0.000,2.550
"202601",17640,0.840,0.000,2.550
"202601",17650,0.840,0.000,2.550
"202601",17660,0.840,0.000,2.550
"202601",17670,0.840,0.000,2.550
"202601",17680,0.840,0.000,2.550
"202601",17690,0.840,0.000,2.550
"202601",17700,0.840,0.000,2.550
"202601",17710,0.840,0.000,2.550
"202601",17720,0.840,0.000,2.550
"202601",17730,0.840,0.000,2.550
"202601",17740,0.840,0.000,2.550
"202601",17750,1.010,0.000,2.600
"202601",17760,1.010,0.000,2.600
"202601",17770,1.010,0.000,2.600
"202601",17780,1.010,0.000,2.600
"202601",17790,1.010,0.000,2.600
"202601",17800,1.010,0.000,2.600
"202601",17810,1.010,0.000,2.600
"202601",17820,1.010,0.000,2.600
"202601",17830,1.010,0.000,2.600
"202601",17840,1.010,0.000,2.600
"202601",17850,1.010,0.000,2.600
"202601",17860,1.010,0.000,2.600
"202601",17870,1.010,0.000,2.600
"202601",17880,1.010,0.000,2.600
"202601",17890,1.010,0.000,2.600
"202601",17900,1.010,0.000,2.600
"202601",17910,1.010,0.000,2.600
"202601",17920,1.010,0.000,2.600
"202601",17930,1.010,0.000,2.600
"202601",17940,1.010,0.000,2.600
"202601",17950,1.010,0.000,2.600
"202601",17960,1.010,0.000,2.600
"202601",17970,1.010,0.000,2.600
"202601",17980,1.010,0.000,2.600
"202601",17990,1.010,0.000,2.600
"202601",18000,1.010,0.000,2.600
"202601",18010,1.010,0.000,2.600
"202601",18020,1.010,0.000,2.600
"202601",18030,1.010,0.000,2.600
"202601",18040,1.010,0.000,2.600
"202601",18050,1.010,0.000,2.600
"202601",18060,1.010,0.000,2.600
"202601",18070,1.010,0.000,2.600
"202601",18080,1.010,0.000,2.600
"202601",18090,1.010,0.000,2.600
"202601",18100,1.010,0.000,2.600
"202601",18110,1.010,0.000,2.600
"202601",18120,1.010,0.000,2.600
"202601",18130,1.010,0.000,2.600
"202601",18140,1.010,0.000,2.600
"202601",18150,1.010,0.000,2.600
"202601",18160,1.010,0.000,2.600
"202601",18170,1.010,0.000,2.600
"202601",18180,1.010,0.000,2.600
"202601",18190,1.010,0.000,2.600
"202601",18200,1.010,0.000,2.600
"202601",18210,1.010,0.000,2.600
"202601",18220,1.010,0.000,2.600
